target_id,source_name,ra_hms,dec_dms,ra_deg,dec_deg,velocity_km_s,eligible_gbt,eligible_eff,eligible_srt,gbt_group,status,assigned_telescope,spectrum_url,observations_count,notes
ic3227,IC3227,12:22:35.7,+24:05:06.0,185.64875,24.085,1388.9,False,True,True,,unobserved,,,0,
ic3224,IC3224,12:22:36.0,+12:09:28.8,185.65,12.158,5.1,True,True,True,Group06,unobserved,,,0,
vcc0571,VCC0571,12:22:41.1,+07:57:01.4,185.67125,7.95038889,1101.3,False,True,True,,unobserved,,,0,
ngc4316,NGC4316,12:22:42.2,+09:19:57.9,185.67583333,9.33275,1250.1,False,True,True,,unobserved,,,0,
ngc4318,NGC4318,12:22:43.3,+08:11:54.0,185.68041667,8.19833333,1203.1,False,True,True,,unobserved,,,0,
galexmscj12224,GALEXMSCJ12224,12:22:43.4,+14:18:07.3,185.68083333,14.30202778,1150.0,False,True,True,,unobserved,,,0,
vcc0582,VCC0582,12:22:47.2,+08:26:14.2,185.69666667,8.43727778,1150.0,False,True,True,,unobserved,,,0,
vcc0584,VCC0584,12:22:48.3,+07:54:48.6,185.70125,7.9135,1297.8,False,True,True,,unobserved,,,0,
vcc0592,VCC0592,12:22:50.9,+13:35:34.4,185.71208333,13.59288889,1102.0,False,True,True,,unobserved,,,0,
wiseaj122252-7,WISEAJ122252.7,12:22:52.7,+33:49:44.0,185.71958333,33.82888889,573.2,True,True,True,Group06,unobserved,,,0,
vcc0600,VCC0600,12:22:55.5,+15:33:34.2,185.73125,15.5595,1150.0,False,True,True,,unobserved,,,0,
vcc0598,VCC0598,12:22:56.2,+07:43:58.7,185.73416667,7.73297222,1053.8,True,True,True,Group06,unobserved,,,0,
vcca028,VCCA028,12:22:59.6,+08:01:51.3,185.74833333,8.03091667,651.5,True,True,True,Group06,unobserved,,,0,
vcc0610,VCC0610,12:23:03.2,+16:19:41.4,185.76333333,16.32816667,1150.0,False,True,True,,unobserved,,,0,
vcc0611,VCC0611,12:23:04.9,+08:19:59.6,185.77041667,8.33322222,1304.5,False,True,True,,unobserved,,,0,
wiseaj122308-1,WISEAJ122308.1,12:23:08.1,+53:01:20.5,185.78375,53.02236111,893.8,True,True,True,Group16,unobserved,,,0,
ugc07457,UGC07457,12:23:09.7,+29:20:59.1,185.79041667,29.34975,551.7,True,True,True,Group06,unobserved,,,0,
ugca278,UGCA278,12:23:10.1,-13:56:47.8,185.79208333,-13.94661111,1156.0,False,True,True,,unobserved,,,0,
galexmscj12231,GALEXMSCJ12231,12:23:14.8,+11:33:23.4,185.81166667,11.5565,1150.0,False,True,True,,unobserved,,,0,
vcc0632,VCC0632,12:23:20.0,+07:04:05.0,185.83333333,7.06805556,1139.2,False,True,True,,unobserved,,,0,
ngc4328,NGC4328,12:23:20.0,+15:49:13.4,185.83333333,15.82038889,484.5,True,True,True,Group06,unobserved,,,0,
vcc0640,VCC0640,12:23:27.4,+07:48:05.5,185.86416667,7.80152778,1150.0,False,True,True,,unobserved,,,0,
ngc4346,NGC4346,12:23:28.0,+46:59:37.6,185.86666667,46.99377778,831.9,True,True,True,Group16,unobserved,,,0,
vcc0641,VCC0641,12:23:28.5,+05:48:59.7,185.86875,5.81658333,916.1,True,True,True,Group06,unobserved,,,0,
vcc0643,VCC0643,12:23:29.4,+14:53:21.5,185.8725,14.88930556,1150.0,False,True,True,,unobserved,,,0,
ngc4336,NGC4336,12:23:29.8,+19:25:36.5,185.87416667,19.42680556,1043.3,True,True,True,Group06,unobserved,,,0,
wiseaj122331-8,WISEAJ122331.8,12:23:31.9,+11:16:15.3,185.88291667,11.27091667,1150.0,False,True,True,,unobserved,,,0,
ngc4339,NGC4339,12:23:34.9,+06:04:54.5,185.89541667,6.08180556,1266.0,False,True,True,,unobserved,,,0,
ngc4340,NGC4340,12:23:35.3,+16:43:20.4,185.89708333,16.72233333,933.0,True,True,True,Group06,unobserved,,,0,
vcc0653,VCC0653,12:23:36.9,+07:35:43.7,185.90375,7.59547222,1245.0,False,True,True,,unobserved,,,0,
ngc4344,NGC4344,12:23:37.5,+17:32:28.6,185.90625,17.54127778,1152.3,False,True,True,,unobserved,,,0,
vcc0659,VCC0659,12:23:38.5,+12:37:39.9,185.91041667,12.62775,1172.0,False,True,True,,unobserved,,,0,
ngc4343,NGC4343,12:23:38.7,+06:57:14.2,185.91125,6.95394444,992.9,True,True,True,Group06,unobserved,,,0,
ngc4342,NGC4342,12:23:39.0,+07:03:14.4,185.9125,7.054,760.9,True,True,True,Group06,unobserved,,,0,
ic3258,IC3258,12:23:44.5,+12:28:42.0,185.93541667,12.47833333,-433.3,True,True,True,Group06,unobserved,,,0,
vcc0669,VCC0669,12:23:49.9,+06:03:35.3,185.95791667,6.05980556,1162.6,False,True,True,,unobserved,,,0,
vcc0674,VCC0674,12:23:52.7,+13:52:57.5,185.96958333,13.88263889,646.2,True,True,True,Group06,unobserved,,,0,
ngc4341,NGC4341,12:23:53.6,+07:06:25.6,185.97333333,7.10711111,913.3,True,True,True,Group06,unobserved,,,0,
wiseaj122357-3,WISEAJ122357.3,12:23:57.4,+29:35:48.3,185.98916667,29.59675,714.0,True,True,True,Group06,unobserved,,,0,
vcc0687,VCC0687,12:23:57.7,+11:53:32.3,185.99041667,11.89230556,584.0,True,True,True,Group06,unobserved,,,0,
vcc0684,VCC0684,12:23:57.7,+12:53:14.0,185.99041667,12.88722222,550.1,True,True,True,Group06,unobserved,,,0,
ngc4350,NGC4350,12:23:57.8,+16:41:36.1,185.99083333,16.69336111,1210.0,False,True,True,,unobserved,,,0,
wiseaj122358-2,WISEAJ122358.2,12:23:58.2,+07:27:01.7,185.9925,7.45047222,1235.9,False,True,True,,unobserved,,,0,
ngc4353,NGC4353,12:24:00.3,+07:47:06.0,186.00125,7.785,1058.9,True,True,True,Group06,unobserved,,,0,
vcc0696,VCC0696,12:24:04.0,+17:32:58.9,186.01666667,17.54969444,523.9,True,True,True,Group06,unobserved,,,0,
wiseaj122405-0,WISEAJ122405.0,12:24:05.1,+08:17:38.4,186.02125,8.294,1370.1,False,True,True,,unobserved,,,0,
ic3267,IC3267,12:24:05.5,+07:02:28.9,186.02291667,7.04136111,1237.3,False,True,True,,unobserved,,,0,
ic3268,IC3268,12:24:07.6,+06:36:26.8,186.03166667,6.60744444,727.9,True,True,True,Group06,unobserved,,,0,
ngc4359,NGC4359,12:24:11.1,+31:31:17.9,186.04625,31.52163889,1252.9,False,True,True,,unobserved,,,0,
vcc0704,VCC0704,12:24:11.3,+13:22:24.3,186.04708333,13.37341667,1150.0,False,True,True,,unobserved,,,0,
ngc4356,NGC4356,12:24:14.4,+08:32:08.3,186.06,8.53563889,1131.8,False,True,True,,unobserved,,,0,
ugca279,UGCA279,12:24:14.5,+04:13:33.3,186.06041667,4.22591667,1178.8,False,True,True,,unobserved,,,0,
ugca280,UGCA280,12:24:17.0,+67:26:23.8,186.07083333,67.43994444,1318.0,False,True,True,,unobserved,,,0,
ark363,ARK363,12:24:21.8,+13:01:47.1,186.09083333,13.02975,125.0,True,True,True,Group06,unobserved,,,0,
ugc07485,UGC07485,12:24:22.1,+21:09:35.7,186.09208333,21.15991667,949.4,True,True,True,Group06,unobserved,,,0,
ugc07490,UGC07490,12:24:25.1,+70:20:01.6,186.10458333,70.33377778,465.0,True,True,True,Group20,unobserved,,,0,
ngc4365,NGC4365,12:24:28.3,+07:19:03.6,186.11791667,7.31766667,1242.9,False,True,True,,unobserved,,,0,
wiseaj122431-2,WISEAJ122431.2,12:24:31.3,+06:29:16.5,186.13041667,6.48791667,655.6,True,True,True,Group06,unobserved,,,0,
vcc0733,VCC0733,12:24:32.1,+08:38:15.4,186.13375,8.63761111,1089.0,True,True,True,Group06,unobserved,,,0,
wiseaj122435-3,WISEAJ122435.3,12:24:35.3,+06:01:58.6,186.14708333,6.03294444,1135.2,False,True,True,,unobserved,,,0,
vcc0739,VCC0739,12:24:40.0,+03:18:11.4,186.16666667,3.30316667,929.4,True,True,True,Group06,unobserved,,,0,
wiseaj122440-2,WISEAJ122440.2,12:24:40.2,+08:30:17.7,186.1675,8.50491667,1049.3,True,True,True,Group06,unobserved,,,0,
wiseaj122441-5,WISEAJ122441.5,12:24:41.6,+12:30:40.0,186.17333333,12.51111111,1172.0,False,True,True,,unobserved,,,0,
wiseaj122445-6,WISEAJ122445.6,12:24:45.7,+13:02:59.8,186.19041667,13.04994444,952.0,True,True,True,Group06,unobserved,,,0,
ngc4366,NGC4366,12:24:47.0,+07:21:10.8,186.19583333,7.353,1272.7,False,True,True,,unobserved,,,0,
vcc0748,VCC0748,12:24:47.6,+14:34:34.5,186.19833333,14.57625,1245.0,False,True,True,,unobserved,,,0,
vcc0747,VCC0747,12:24:47.8,+08:59:29.3,186.19916667,8.99147222,954.5,True,True,True,Group06,unobserved,,,0,
ic3292,IC3292,12:24:48.4,+18:11:42.5,186.20166667,18.19513889,691.9,True,True,True,Group06,unobserved,,,0,
vcc0750,VCC0750,12:24:49.6,+06:45:34.3,186.20666667,6.75952778,1058.9,True,True,True,Group06,unobserved,,,0,
wiseaj122451-0,WISEAJ122451.0,12:24:51.0,+07:53:54.8,186.2125,7.89855556,797.0,True,True,True,Group06,unobserved,,,0,
lsbvcc191,LSBVCC191,12:24:51.2,+15:23:39.4,186.21333333,15.39427778,1150.0,False,True,True,,unobserved,,,0,
vcc0753,VCC0753,12:24:51.7,+13:06:39.4,186.21541667,13.11094444,915.0,True,True,True,Group06,unobserved,,,0,
vcc0756,VCC0756,12:24:53.1,+09:29:37.3,186.22125,9.49369444,761.9,True,True,True,Group06,unobserved,,,0,
mcg-10-18-044,MCG+10-18-044,12:24:53.8,+61:03:49.0,186.22416667,61.06361111,709.9,True,True,True,Group16,unobserved,,,0,
vcc0755,VCC0755,12:24:54.1,+07:33:25.0,186.22541667,7.55694444,1250.7,False,True,True,,unobserved,,,0,
ngc4370,NGC4370,12:24:54.9,+07:26:41.6,186.22875,7.44488889,771.1,True,True,True,Group06,unobserved,,,0,
ngc4371,NGC4371,12:24:55.4,+11:42:15.0,186.23083333,11.70416667,933.0,True,True,True,Group06,unobserved,,,0,
vcc0761,VCC0761,12:25:00.3,+15:36:15.4,186.25125,15.60427778,932.1,True,True,True,Group06,unobserved,,,0,
vcc0762,VCC0762,12:25:03.0,+07:30:13.8,186.2625,7.50383333,1274.4,False,True,True,,unobserved,,,0,
vcc0765,VCC0765,12:25:03.5,+13:14:40.5,186.26458333,13.24458333,956.9,True,True,True,Group06,unobserved,,,0,
wiseaj122504-1,WISEAJ122504.1,12:25:04.1,+10:06:04.1,186.26708333,10.10113889,903.9,True,True,True,Group06,unobserved,,,0,
vcc0769,VCC0769,12:25:04.3,+15:42:40.5,186.26791667,15.71125,1387.3,False,True,True,,unobserved,,,0,
vcc0767,VCC0767,12:25:04.8,+13:04:30.6,186.27,13.07516667,1150.0,False,True,True,,unobserved,,,0,
sbs1222-614,SBS1222+614,12:25:05.4,+61:09:11.7,186.2725,61.15325,701.7,True,True,True,Group16,unobserved,,,0,
vcc0772,VCC0772,12:25:08.7,+04:24:50.6,186.28625,4.41405556,1234.0,False,True,True,,unobserved,,,0,
vcc0775,VCC0775,12:25:09.7,+12:22:57.1,186.29041667,12.38252778,1150.0,False,True,True,,unobserved,,,0,
vcc0774,VCC0774,12:25:10.1,+10:27:23.3,186.29208333,10.45647222,1150.0,False,True,True,,unobserved,,,0,
ngc4377,NGC4377,12:25:12.3,+14:45:43.8,186.30125,14.76216667,1338.0,False,True,True,,unobserved,,,0,
ngc4379,NGC4379,12:25:14.8,+15:36:26.8,186.31166667,15.60744444,1073.9,True,True,True,Group06,unobserved,,,0,
vcc0788,VCC0788,12:25:16.8,+11:36:19.3,186.32,11.60536111,156.1,True,True,True,Group06,unobserved,,,0,
ic3301,IC3301,12:25:17.5,+14:10:21.6,186.32291667,14.17266667,642.7,True,True,True,Group06,unobserved,,,0,
ic3308,IC3308,12:25:18.2,+26:42:54.4,186.32583333,26.71511111,316.0,True,True,True,Group06,unobserved,,,0,
ngc4391,NGC4391,12:25:18.8,+64:56:00.5,186.32833333,64.93347222,1320.3,False,True,True,,unobserved,,,0,
ngc4380,NGC4380,12:25:22.2,+10:01:00.5,186.3425,10.01680556,962.9,True,True,True,Group06,unobserved,,,0,
wiseaj122523-3,WISEAJ122523.3,12:25:23.3,+12:35:32.5,186.34708333,12.59236111,971.0,True,True,True,Group06,unobserved,,,0,
vcc0797,VCC0797,12:25:24.0,+18:08:24.0,186.35,18.14,772.9,True,True,True,Group06,unobserved,,,0,
wiseaj122528-9,WISEAJ122528.9,12:25:29.0,+09:36:21.2,186.37083333,9.60588889,1150.0,False,True,True,,unobserved,,,0,
vcca031,VCCA031,12:25:31.5,+11:09:30.2,186.38125,11.15838889,885.0,True,True,True,Group06,unobserved,,,0,
vcca086,VCCA086,12:25:32.8,+11:09:12.4,186.38666667,11.15344444,900.0,True,True,True,Group06,unobserved,,,0,
ic3311,IC3311,12:25:33.1,+12:15:38.1,186.38791667,12.26058333,-137.0,True,True,True,Group06,unobserved,,,0,
messier087dw27,MESSIER087DW27,12:25:33.5,+13:13:37.4,186.38958333,13.22705556,-355.8,True,True,True,Group06,unobserved,,,0,
ngc4389,NGC4389,12:25:35.2,+45:41:04.6,186.39666667,45.68461111,718.0,True,True,True,Group16,unobserved,,,0,
lsbcf644-04,LSBCF644-04,12:25:36.0,+15:50:51.5,186.4,15.84763889,1071.0,True,True,True,Group06,unobserved,,,0,
ic3313,IC3313,12:25:36.4,+15:49:47.6,186.40166667,15.82988889,1073.3,True,True,True,Group06,unobserved,,,0,
vcc0814,VCC0814,12:25:36.7,+12:50:59.0,186.40291667,12.84972222,1172.0,False,True,True,,unobserved,,,0,
vcc0815,VCC0815,12:25:37.2,+13:08:37.4,186.405,13.14372222,-743.8,True,True,True,Group06,unobserved,,,0,
sdssj122537-41,SDSSJ122537.41,12:25:37.4,+17:50:36.8,186.40583333,17.84355556,1150.0,False,True,True,,unobserved,,,0,
vcc0821,VCC0821,12:25:38.9,+07:45:29.1,186.41208333,7.75808333,1150.0,False,True,True,,unobserved,,,0,
lcrsb122305-5,LCRSB122305.5-,12:25:40.0,-06:33:05.8,186.41666667,-6.55161111,1231.2,False,True,True,,unobserved,,,0,
vpc0430,VPC0430,12:25:41.3,+13:02:51.2,186.42208333,13.04755556,569.5,True,True,True,Group06,unobserved,,,0,
ic3322a,IC3322A,12:25:42.6,+07:12:60.0,186.4275,7.21666667,992.9,True,True,True,Group06,unobserved,,,0,
vcc0833,VCC0833,12:25:44.7,+13:01:19.1,186.43625,13.02197222,724.0,True,True,True,Group06,unobserved,,,0,
wiseaj122545-0,WISEAJ122545.0,12:25:45.0,+12:47:15.9,186.4375,12.78775,1172.0,False,True,True,,unobserved,,,0,
vcc0840,VCC0840,12:25:46.9,+11:39:47.2,186.44541667,11.66311111,1150.0,False,True,True,,unobserved,,,0,
wiseaj122547-4,WISEAJ122547.4,12:25:47.5,+12:25:19.2,186.44791667,12.422,1172.0,False,True,True,,unobserved,,,0,
vcc0841,VCC0841,12:25:47.5,+14:57:08.1,186.44791667,14.95225,493.5,True,True,True,Group06,unobserved,,,0,
vcc0844,VCC0844,12:25:48.4,+13:07:24.1,186.45166667,13.12336111,1172.0,False,True,True,,unobserved,,,0,
vcc0843,VCC0843,12:25:49.0,+12:48:16.2,186.45416667,12.8045,1172.0,False,True,True,,unobserved,,,0,
wiseaj122549-4,WISEAJ122549.4,12:25:49.4,-11:03:05.3,186.45583333,-11.05147222,1335.9,False,True,True,,unobserved,,,0,
vcc0846,VCC0846,12:25:50.5,+13:11:51.1,186.46041667,13.19752778,-532.7,True,True,True,Group06,unobserved,,,0,
lcrsb122316-1,LCRSB122316.1-,12:25:50.6,-06:29:22.1,186.46083333,-6.48947222,1211.0,False,True,True,,unobserved,,,0,
ngc4390,NGC4390,12:25:50.7,+10:27:32.2,186.46125,10.45894444,1101.1,False,True,True,,unobserved,,,0,
vcca032,VCCA032,12:25:51.3,+07:47:15.4,186.46375,7.78761111,686.8,True,True,True,Group06,unobserved,,,0,
ngc4393,NGC4393,12:25:51.4,+27:33:44.0,186.46416667,27.56222222,751.0,True,True,True,Group06,unobserved,,,0,
ic3322,IC3322,12:25:54.1,+07:33:18.5,186.47541667,7.55513889,1183.0,False,True,True,,unobserved,,,0,
ngc4394,NGC4394,12:25:55.6,+18:12:50.1,186.48166667,18.21391667,921.9,True,True,True,Group06,unobserved,,,0,
vcc0854,VCC0854,12:25:55.7,+12:46:11.1,186.48208333,12.76975,688.0,True,True,True,Group06,unobserved,,,0,
vcc0855,VCC0855,12:25:56.1,+07:14:05.0,186.48375,7.23472222,938.7,True,True,True,Group06,unobserved,,,0,
sdssj122556-47,SDSSJ122556.47,12:25:56.5,+11:10:29.9,186.48541667,11.17497222,1150.0,False,True,True,,unobserved,,,0,
ic3328,IC3328,12:25:57.9,+10:03:14.0,186.49125,10.05388889,1000.7,True,True,True,Group06,unobserved,,,0,
ngc4396,NGC4396,12:25:58.8,+15:40:17.3,186.495,15.67147222,-125.0,True,True,True,Group06,unobserved,,,0,
vcc0861,VCC0861,12:25:58.9,+15:16:38.6,186.49541667,15.27738889,942.8,True,True,True,Group06,unobserved,,,0,
wiseaj122559-6,WISEAJ122559.6,12:25:59.7,+09:24:21.5,186.49875,9.40597222,1150.0,False,True,True,,unobserved,,,0,
wiseaj122559-7,WISEAJ122559.7,12:25:59.8,+16:24:09.4,186.49916667,16.40261111,1150.0,False,True,True,,unobserved,,,0,
vcc0862,VCC0862,12:26:00.8,+07:27:18.5,186.50333333,7.45513889,1133.2,False,True,True,,unobserved,,,0,
vcc0867,VCC0867,12:26:01.3,+08:11:36.7,186.50541667,8.19352778,1304.1,False,True,True,,unobserved,,,0,
ic3331,IC3331,12:26:05.4,+11:48:44.2,186.5225,11.81227778,1233.5,False,True,True,,unobserved,,,0,
wiseaj122606-0,WISEAJ122606.0,12:26:06.0,+31:51:34.7,186.525,31.85963889,813.1,True,True,True,Group06,unobserved,,,0,
vcc0872,VCC0872,12:26:06.7,+12:51:39.4,186.52791667,12.86094444,1316.1,False,True,True,,unobserved,,,0,
ugc07534,UGC07534,12:26:08.2,+58:19:21.7,186.53416667,58.32269444,721.9,True,True,True,Group16,unobserved,,,0,
messier086,MESSIER086,12:26:11.8,+12:56:46.3,186.54916667,12.94619444,-223.9,True,True,True,Group06,unobserved,,,0,
vcc0884,VCC0884,12:26:15.3,+13:08:35.5,186.56375,13.14319444,1172.0,False,True,True,,unobserved,,,0,
vcc0893,VCC0893,12:26:21.6,+07:46:40.1,186.59,7.77780556,1150.0,False,True,True,,unobserved,,,0,
vcc0897,VCC0897,12:26:22.0,+13:45:25.6,186.59166667,13.75711111,1150.0,False,True,True,,unobserved,,,0,
vcc0895,VCC0895,12:26:24.9,+10:34:54.9,186.60375,10.58191667,1021.4,True,True,True,Group06,unobserved,,,0,
vcc0900,VCC0900,12:26:26.0,+13:44:18.6,186.60833333,13.7385,1150.0,False,True,True,,unobserved,,,0,
ngc4414,NGC4414,12:26:27.1,+31:13:24.7,186.61291667,31.22352778,708.0,True,True,True,Group06,unobserved,,,0,
vcc0903,VCC0903,12:26:28.1,+12:55:13.2,186.61708333,12.92033333,1172.0,False,True,True,,unobserved,,,0,
wiseaj122628-2,WISEAJ122628.2,12:26:28.3,+12:58:32.8,186.61791667,12.97577778,1172.0,False,True,True,,unobserved,,,0,
ngc4411,NGC4411,12:26:29.9,+08:52:19.1,186.62458333,8.87197222,1278.0,False,True,True,,unobserved,,,0,
ic3344,IC3344,12:26:32.4,+13:34:43.6,186.635,13.57877778,1244.7,False,True,True,,unobserved,,,0,
vcc0916,VCC0916,12:26:33.2,+12:44:34.7,186.63833333,12.74297222,1297.9,False,True,True,,unobserved,,,0,
wiseaj122633-3,WISEAJ122633.3,12:26:33.4,-06:26:45.1,186.63916667,-6.44586111,952.6,True,True,True,Group06,unobserved,,,0,
vcc0920,VCC0920,12:26:35.1,+09:59:00.3,186.64625,9.98341667,442.8,True,True,True,Group06,unobserved,,,0,
wiseaj122638-0,WISEAJ122638.0,12:26:38.0,+11:53:27.1,186.65833333,11.89086111,1150.0,False,True,True,,unobserved,,,0,
vcc0928,VCC0928,12:26:39.8,+12:30:48.9,186.66583333,12.51358333,-287.7,True,True,True,Group06,unobserved,,,0,
ngc4415,NGC4415,12:26:40.5,+08:26:08.9,186.66875,8.43580556,902.6,True,True,True,Group06,unobserved,,,0,
wiseaj122643-3,WISEAJ122643.3,12:26:43.3,+12:17:44.0,186.68041667,12.29555556,1172.0,False,True,True,,unobserved,,,0,
vcc0931,VCC0931,12:26:44.0,+10:54:16.5,186.68333333,10.90458333,551.3,True,True,True,Group06,unobserved,,,0,
vcc0933,VCC0933,12:26:44.3,+08:49:25.9,186.68458333,8.82386111,1398.4,False,True,True,,unobserved,,,0,
ic3346,IC3346,12:26:44.4,+11:22:47.4,186.685,11.37983333,1290.6,False,True,True,,unobserved,,,0,
ngc4416,NGC4416,12:26:46.7,+07:55:08.4,186.69458333,7.919,1399.1,False,True,True,,unobserved,,,0,
ic3349,IC3349,12:26:47.1,+12:27:14.3,186.69625,12.45397222,1391.9,False,True,True,,unobserved,,,0,
ngc4411b,NGC4411b,12:26:47.2,+08:53:04.6,186.69666667,8.88461111,1272.0,False,True,True,,unobserved,,,0,
vcc0941,VCC0941,12:26:47.9,+13:22:44.8,186.69958333,13.37911111,1288.0,False,True,True,,unobserved,,,0,
vcca034,VCCA034,12:26:48.0,+07:40:17.6,186.7,7.67155556,610.1,True,True,True,Group06,unobserved,,,0,
ic3356,IC3356,12:26:50.5,+11:33:32.5,186.71041667,11.55902778,1099.9,True,True,True,Group06,unobserved,,,0,
ngc4417,NGC4417,12:26:50.6,+09:35:03.5,186.71083333,9.58430556,828.0,True,True,True,Group06,unobserved,,,0,
ic3355,IC3355,12:26:50.9,+13:10:37.6,186.71208333,13.17711111,161.9,True,True,True,Group06,unobserved,,,0,
sbs1224-533,SBS1224+533,12:26:52.7,+53:06:19.2,186.71958333,53.10533333,300.1,True,True,True,Group16,unobserved,,,0,
ic3361,IC3361,12:26:54.5,+10:39:57.3,186.72708333,10.66591667,1275.3,False,True,True,,unobserved,,,0,
wiseaj122656-5,WISEAJ122656.5,12:26:56.6,+12:35:32.2,186.73583333,12.59227778,610.0,True,True,True,Group06,unobserved,,,0,
vcc0962,VCC0962,12:26:59.2,+12:30:21.9,186.74666667,12.50608333,1150.0,False,True,True,,unobserved,,,0,
ic3363,IC3363,12:27:03.1,+12:33:39.0,186.76291667,12.56083333,830.4,True,True,True,Group06,unobserved,,,0,
sdssj122703-34,SDSSJ122703.34,12:27:03.3,+13:17:23.5,186.76375,13.28986111,1172.0,False,True,True,,unobserved,,,0,
vcc0967,VCC0967,12:27:03.8,+12:51:58.7,186.76583333,12.86630556,1135.8,False,True,True,,unobserved,,,0,
ugc07559,UGC07559,12:27:05.2,+37:08:33.6,186.77166667,37.14266667,219.4,True,True,True,Group06,unobserved,,,0,
vcc0968,VCC0968,12:27:06.0,+13:19:24.8,186.775,13.32355556,1172.0,False,True,True,,unobserved,,,0,
ngc4423,NGC4423,12:27:08.9,+05:52:47.5,186.78708333,5.87986111,1121.9,False,True,True,,unobserved,,,0,
ugc07557,UGC07557,12:27:11.1,+07:15:47.9,186.79625,7.26330556,932.1,True,True,True,Group06,unobserved,,,0,
ngc4424,NGC4424,12:27:11.6,+09:25:14.0,186.79833333,9.42055556,437.1,True,True,True,Group06,unobserved,,,0,
vcc0976,VCC0976,12:27:12.0,+08:50:23.7,186.8,8.83991667,1170.5,False,True,True,,unobserved,,,0,
vcc0982,VCC0982,12:27:12.7,+17:49:15.0,186.80291667,17.82083333,935.1,True,True,True,Group06,unobserved,,,0,
wiseaj122712-7,WISEAJ122712.7,12:27:12.8,+07:38:20.5,186.80333333,7.63902778,1164.4,False,True,True,,unobserved,,,0,
wiseaj122715-4,WISEAJ122715.4,12:27:15.5,+08:11:48.6,186.81458333,8.19683333,1150.0,False,True,True,,unobserved,,,0,
lsbvcc416,LSBVCC416,12:27:15.6,+13:24:45.5,186.815,13.41263889,1172.0,False,True,True,,unobserved,,,0,
galexmscj12272,GALEXMSCJ12272,12:27:20.3,+11:41:43.9,186.83458333,11.69552778,1150.0,False,True,True,,unobserved,,,0,
ic3368,IC3368,12:27:20.4,+16:25:42.5,186.835,16.42847222,782.9,True,True,True,Group06,unobserved,,,0,
wiseaj122720-9,WISEAJ122720.9,12:27:20.9,+12:34:29.3,186.83708333,12.57480556,1172.0,False,True,True,,unobserved,,,0,
ic3371,IC3371,12:27:22.3,+10:52:00.9,186.84291667,10.86691667,924.0,True,True,True,Group06,unobserved,,,0,
wiseaj122722-8,WISEAJ122722.8,12:27:22.9,+12:32:59.2,186.84541667,12.54977778,1161.0,False,True,True,,unobserved,,,0,
vcc1001,VCC1001,12:27:24.5,+13:42:57.3,186.85208333,13.71591667,332.6,True,True,True,Group06,unobserved,,,0,
wiseaj122726-9,WISEAJ122726.9,12:27:27.0,+05:11:16.5,186.8625,5.18791667,1218.3,False,True,True,,unobserved,,,0,
vcc1009,VCC1009,12:27:27.0,+08:21:08.1,186.8625,8.35225,1150.0,False,True,True,,unobserved,,,0,
vcc1008,VCC1008,12:27:27.0,+11:56:33.2,186.8625,11.94255556,1172.0,False,True,True,,unobserved,,,0,
ngc4431,NGC4431,12:27:27.4,+12:17:24.8,186.86416667,12.29022222,930.0,True,True,True,Group06,unobserved,,,0,
vcc1012,VCC1012,12:27:28.5,+08:23:28.2,186.86875,8.39116667,1150.0,False,True,True,,unobserved,,,0,
ugc07567,UGC07567,12:27:29.1,+07:38:36.5,186.87125,7.64347222,873.0,True,True,True,Group06,unobserved,,,0,
vcc1020,VCC1020,12:27:32.0,+11:36:54.7,186.88333333,11.61519444,1378.7,False,True,True,,unobserved,,,0,
ic3374,IC3374,12:27:33.5,+10:00:13.6,186.88958333,10.00377778,887.1,True,True,True,Group06,unobserved,,,0,
vcc1024,VCC1024,12:27:34.8,+15:44:22.2,186.895,15.7395,1367.7,False,True,True,,unobserved,,,0,
ngc4434,NGC4434,12:27:36.7,+08:09:15.8,186.90291667,8.15438889,1070.0,True,True,True,Group06,unobserved,,,0,
vcc1028,VCC1028,12:27:37.5,+14:27:19.7,186.90625,14.45547222,1301.1,False,True,True,,unobserved,,,0,
lsbcf573-06,LSBCF573-06,12:27:38.8,+18:26:04.5,186.91166667,18.43458333,1031.3,True,True,True,Group06,unobserved,,,0,
vcc1029,VCC1029,12:27:39.0,+14:32:31.8,186.9125,14.54216667,1150.0,False,True,True,,unobserved,,,0,
wiseaj122739-4,WISEAJ122739.4,12:27:39.5,-17:36:50.2,186.91458333,-17.61394444,1269.9,False,True,True,,unobserved,,,0,
ngc4435,NGC4435,12:27:40.5,+13:04:44.5,186.91875,13.07902778,790.9,True,True,True,Group06,unobserved,,,0,
vcc1033,VCC1033,12:27:40.7,+15:56:41.9,186.91958333,15.94497222,867.9,True,True,True,Group06,unobserved,,,0,
ugc07577,UGC07577,12:27:40.9,+43:29:44.0,186.92041667,43.49555556,194.9,True,True,True,Group16,unobserved,,,0,
ngc4436,NGC4436,12:27:41.2,+12:18:57.2,186.92166667,12.31588889,1113.1,False,True,True,,unobserved,,,0,
vcc1035,VCC1035,12:27:42.1,+12:05:22.8,186.92541667,12.08966667,145.8,True,True,True,Group06,unobserved,,,0,
vcc1034,VCC1034,12:27:43.5,+09:59:05.8,186.93125,9.98494444,1150.0,False,True,True,,unobserved,,,0,
vcc1044,VCC1044,12:27:46.3,+11:26:06.4,186.94291667,11.43511111,1245.0,False,True,True,,unobserved,,,0,
